s | Zwei Themen die Perot immer wieder anspricht Rezession und Bürokratie | machen | ihnen besonders zu schaffen
o | der Stadtverwaltung | warf | das Streuen vereister Straßen absichtlich zu verzögern
s | Frauen | begonnen | sich etwas weniger Arbeit in der Küche und im Kinderzimmer zu machen
o | die offensichtlich betrunkenen Diplomaten aus Rußland und Weißrußland | gehindert | Auto zu fahren
s | die Regierung | geweigert | der Forderung der Organisation nach einem eigenen Staat für den Bodo-Stamm nachzukommen
o | seinen Retter | bittet | den Platz den gerade freigemacht Tartuffe hat einzunehmen
s | die Regie | hat | nämlich die eigenartigen Beziehungen die alle miteinander verbinden zu durchleuchten
s | die Sozialisten | versuchten | Abgeordnete der neuen Mehrheit zu kaufen
o | Chirac | wirft | auf agressive Weise anderen Ländern seine Standpunkte aufdrängen zu wollen
o | Den Haag | wirft | mit seiner Drogenpolitik den Drogentourismus aus Nord-Frankreich zu stimulieren
s | Erbakan | plant | im Rahmen der neuen D-8-Gruppe den Kaukasus und die neuen Republiken Zentralasiens zur türkischen Einflußsphäre zu erklären
s | die Türkei | versuche | mit dem D-8-Modell die bisher international eher einflußlose Organisation der Islamischen Konferenz OIC durch ein von ihr dominiertes Bündnis zu ersetzen
s | Der PKK-Chef Abdullah Öcalan | angeboten | die Kämpfe zu beenden und über eine friedliche Lösung der Kurdenfrage innerhalb der Grenzen der türkischen Republik zu verhandeln
o | die Bundesregierung | forderte | sich anzuschließen
s | Die SPD | glaubt | den eigentlichen Grund dafür zu kennen
s | CDU-Fraktionschef Eckhardt Rehberg | vorgeschlagen | straffällige Kinder und Jugendliche in sogenannte geschützte Einrichtungen zu sperren
o | Arafat | warnte | eine Vereinbarung die der Verantwortung der Palästinenser für das Grabmal etwa des Patriarchen Abraham den beide Seiten verehren nicht Rechnung trüge zu unterzeichnen
o | den Mainzer Gesundheitsminister Florian Gerster SPD | aufgefordert | dienstrechtliche Schritte einzuleiten
o | der Bahn | machen | zu schaffen
o | das Plenum | forderte | das Land in den Klub der europäischen Demokratien zu führen
s | Zajedno | beschloß | alle seine Abgeordneten aus dem serbischen Parlament abzuziehen
s | das Bündnis | kündigte | die Polizeiblockaden von den Belgrader Straßen räumen zu wollen
s | Sie | vorhaben | ein befreundetes Paar in einer anderen Stadt aufzusuchen
o | ihren Kunden | ermöglicht | von Deutschland aus solche Konten bei ihren Luxemburger Töchtern einzurichten
o | einem | vorgibt | was in einer bestimmten Situation zu sagen
s | die Geschäftsführer | hoffen | durch die klare Angebotspalette und hohe Ermäßigungen für Familien das kommende Jahr erfolgreich zu bestehen
o | jedem Heimkehrer | sichert | innerhalb von zwei Wochen sein früheres Haus wieder beziehen zu dürfen
s | Man | traut | der Bäuerin Rosalie Mukakamali die Frage nach Versöhnung zu stellen
s | die schon vor 15 Jahren der damaligen EG beigetretenen Griechen | verstanden | die Chancen der Vollmitgliedschaft zu nutzen
s | die | entblöden | mit den Mördern und Wahlfälschern in aller Welt im kritischen Dialog zu bleiben
s | die Tourismus-Profis | bemühen | das goldene Land der Diktatoren als neues exotisches Reiseziel zu bewerben
s | die | wissen | Angebote wie die von Lenzkirch zu schätzen
s | Barth | versuchte | Teilnehmer der bürgerrechtlichen Masseninitiative Nitschke nannte das Tun später so einzuladen
s | Seine Witwe | gestand | zum ersten Mal überhaupt wieder in der Heimatstadt zu sein mit freudigen und beklemmenden zugleich Gefühlen
o | Löwe | überzeugen | nichts zu senden
s | er | fürchtete | sie erst in Gefahr zu bringen
o | die UN die USA und die EU | forderte | eine internationale Friedenstruppe als Puffer zwischen Zaire und dessen östliche Nachbarländer zu entsenden
s | die Rebellen | versucht | eine strategisch wichtige Brücke über den Osso-Fluß zu erobern
s | Die Stimmung | angetan | das Leben von Leuten zu ruinieren
s | Nordkoreaner | versuchten | in die von chinesischer Polizei abgeriegelte Botschaft Südkoreas einzudringen
s | man | fordern | Alkohol und Zigaretten apothekenpflichtig zu machen
s | Ray | gestand | den Mord begangen zu haben
s | Das Kontrollzentrum der Raumfahrtbehörde Nasa in Houston | ordnete | den Druck auf andere Weise abzulassen
s | Die Parlamentsmehrheit | beschloß | der Erklärung auf tschechischer Seite entsprechend einem Antrag der oppositionellen Sozialdemokratie CSSD eine Präambel voranzustellen
o | alle Abgeordneten seiner Partei | aufgefordert | für die Vereinbarung zu stimmen
s | Die Gesundheitspolitiker der Bonner Regierungskoalition | geeinigt | die verbindlichen Höchstgrenzen für Arznei- und Heilmittelausgaben der Kassen aufzuheben und durch Richtgrößen die Ausnahmen zulassen zu ersetzen
s | die Experten | einigten | die bisherige Ausgabenbegrenzung für Kassenarzthonorare aufzuheben und dafür feste Honorarbeträge Punktwerte einzuführen
o | die Gesundheitsberufe | befähigen | mit den Kassen Verträge abzuschließen
s | der CDU-Innenpolitiker | verlangte | beim Mißbrauch von Besuchsvisa denjenigen der den Ausländer nach Deutschland eingeladen hat haftbar zu machen
o | Schmidt-Jortzig | forderte | sich vordringlich um den besseren Schutz der Kinder vor Sexualstraftätern zu kümmern
o | der Europäischen Union | vorgeworfen | wegen wirtschaftlicher Interessen vor dem Regime in Teheran zu kuschen
o | dem Bundesamt für Strahlenschutz | trug | seine erstinstanzlich für billig befundene Forderung von rund 127 000 Mark zu konkretisieren
o | Krankenkassen | verpflichten | bei Beitragserhöhungen auch die Zuzahlungen der Versicherten drastisch anzuheben
s | ein PAN-Sender | ist | mehrere Megabyte Daten zu speichern
s | Gauck | hütet | Nazi-Diktatur und SED-Herrschaft gleichzusetzen
s | es | bekommt | die Botschaft des Pfarrers Gauck Auch die Demokratie braucht Zivilcourage zu hören
s | man | meint | alle seine Goldzähne leuchten zu sehen
o | die Landwirte | fordert | gegen das Tötungsgebot zu klagen
s | ich | wünsche | eure Studien kräftig zu fördern
s | Gregor den sie den Großen nennen und den als den Fackelträger und den Verkünder einer vergangenen Theologie bezeichnen ich möchte im übrigen ein Mann von außergewöhnlicher Frömmigkeit | versucht | den Verfall dieser unseligen Zeit durch Wort und Schrift so er konnte gut aufzuhalten
s | wir | hörten | wahre Christen zu sein
s | die umfangreichsten Berechnungen in der Geschichte der Astronomie | begannen | um diese Einzelbeobachtungen zusammenzuführen
s | die Minister | vereinbarten | ihre wirtschaftlichen Beziehungen auszuweiten
o | Clinton | vorgeschlagen | seine rechtlichen Möglichkeiten zu nutzen und die Anwendung des Gesetzes auf europäische Unternehmen auf Dauer und verbindlich außer Kraft zu setzen
s | man | bekommt | Sechs der noch existierenden acht Versionen in London zu sehen
s | Braque | begonnen | seinen Farben Sand beizumischen
o | die Nacht | liebte | bloße Finsternis und ebenfalls Nacht zu werden
o | ihren Patienten | rate | während der Hypericin-Therapie auf konventionelle Arzneien zu verzichten
o | sich selbst | beschuldigte | das Auto mit dem Mörder Calabresis zum Tatort gefahren zu haben
s | der Fall Sofri | aufhören | politisch brisant zu sein
o | Bundeskanzler Helmut Kohl CDU | forderte | die künftige Höhe der Subventionen zu nennen
s | ich | scheue | hinzuzufügen was dem Kollegen niemals aus der Feder käme
s | Scharfmacher im niedersächsischen Innenministerium | planten | ehemals gegen die DDR eingesetzte Agenten der Spionageabwehr im Umfeld der Protestbewegung einzusetzen
o | den Vorsitzenden der Innenministerkonferenz Rudi Geil | bat | den Castor-Transport zu verschieben
s | Er | angeboten | die Eingangssätze in Richtung auf 20 Prozent und die Spitzensätze für Private nur unter 50 Prozent zu drücken
s | Er | beschlossen | Bianca unter Druck zu setzen
o | dem Medium | bescheinigt | Positionen die gegen die freiheitlich demokratische Grundordnung verstoßen und nicht mit der Verfassungsordnung übereinstimmen zu vertreten
o | Minister Bötsch | warf | dem Druck der FDP nicht genügend Widerstand zu bieten
s | Bötsch | zugesagt | der Post AG einen Nachteilsausgleich in Form einer 25prozentigen Beteiligung an der Postbank zu sichern
o | die Gewerkschaften | warnte | zu politischen Streiks gegen den Gesetzgeber zu greifen
s | sie | sei | die westdeutschen Entsorgungsprobleme im Osten zu lösen
o | die USA | gebeten | Kandidaten vorzuschlagen
s | Schröder Wirtschaftsexperte der SPD | gemeint | beim Ausscheiden aus der hannoverschen Sozietät seinerseits finanzielle Ansprüche gegenüber den früheren Partnern geltend machen zu können
s | die drei Anwälte | bestritten | ihm etwas schuldig zu sein
s | er | Kündigte | 1998 den Hut erneut in den Ring zu werfen
s | Sie | wagen | die Gräber ihrer Angehörigen zu besuchen
o | Clinton | bitten | von der geplanten Lieferung von rund hundert F-16-Kampfbombern an Saudi-Arabien Abstand zu nehmen
s | Die IG Bergbau und Energie | erklärt | die Zuschüsse auf sieben Milliarden Mark zu kürzen
o | Bundeskanzler Helmut Kohl CDU | forderte | die künftige Höhe der Subventionen zu nennen
o | Deutschland | warfen | wieder ein Protektorat zu planen
s | CSSD-Chef Zeman | appellierte | dem Dokument zuzustimmen
s | ``Republikaner''-Chef Miroslav Sladek | bot | sein Parlamentsmandat niederzulegen
o | die Tschechen | rief | den Sudeten das Recht auf Heimat zuzugestehen
s | Die tschechische Minderheitsregierung | beschloß | ihre Gegenanträge zu einer Zusatzerklärung auf der die oppositionellen Sozialdemokraten CSSD bestanden zurückzuziehen
o | US-Präsident Bill Clinton | bewegen | Israel zur Aufgabe des umstrittenen Siedlungsprojekts in Ost-Jerusalem zu drängen
s | Die Gewerkschaft Öffentliche Dienste Transport und Verkehr ÖTV | kündigte | unbefristet weiter für Beschäftigungssicherung zu streiken
s | Die US-Amerikaner | versuchten | den Arbeitskampf mit aus den USA eingeflogenem Militärpersonal zu unterlaufen
s | Nordrhein-Westfalens Wirtschaftsminister Wolfgang Clement SPD | schlug | alle Subventionen des Bundes um ein Drittel zu reduzieren
o | die Autofahrer | aufgefordert | auf die derzeit wandernden Kröten Rücksicht zu nehmen
o | ihre Kunden | aufgefordert | ein Zusatzprogramm das eine Sicherheitslücke im Internet Explorer schließen soll zu installieren
s | Die fast 700 000 Einwohner zählende deutsch-dänische Grenzregion | schickt | mit einem Regionalrat die 25. Euroregion zu etablieren
s | Auch Hans Peter Clausen von diesem Sommer an neuer dänischer Generalkonsul in Flensburg | bemühen | die Wogen zu glätten
s | Beide Seiten | vereinbarten | in spätestens zwei Monaten Neuwahlen abzuhalten und eine Übergangsregierung unter Einschluß aller Parteien zu bilden
s | Die aus den Kommunisten hervorgegangene Sozialistische Partei SP | aufgerufen | ihren Parlamentsboykott wegen Manipulationen bei den letzten Wahlen aufzugeben
s | Der rumänisch-orthodoxe Metropolit des Banats Nicolae Corneanu | zugegeben | früher im Auftrag der gefürchteten kommunistischen Geheimpolizei Securitate an der Verfolgung oppositioneller Priester mitgewirkt zu haben
s | er | half | während des Kommunismus die Gemeinden der orthodoxen Rumänen im Ausland zu kontrollieren
o | Gewerkschaften und Arbeitgeber | forderte | das neue Gesetz zu akzeptieren
o | Uganda | beschuldigt | mit sudanesischen Rebellen eine militärische Offensive in Südsudan begonnen zu haben
s | Vertreter der Aufständischen aus Vlora | sagten | die Waffen niederzulegen und für Normalität in der Stadt zu sorgen
o | den Ermittlungsbehörden | warf | in diesem Bereich nicht umfassend recherchiert zu haben
s | Die Weltgesundheitsorganisation WHO | gefordert | solche Stoffe die Resistenzen hervorrufen können in der Landwirtschaft nicht einzusetzen
o | die US-Investmentbank Salomon Brothers | beauftragt | seine Firma darauf vorzubereiten
s | die Regierung von Ministerpräsident Alain Juppé | beantragte | die Ende des Jahres auslaufende EU-Richtlinie zur Sommerzeit nicht mehr zu verlängern
s | 15 Prozent der 16- bis 45jährigen Alleinlebenden | angegeben | in den vergangenen drei Jahren im Urlaub sexuelle Kontakte mit vorher unbekannten Partnern gehabt zu haben
s | die Luxemburger Richter | berufen | die Manieren der deutschen Bürokratie zu verbessern
s | der Vorsitzende | sucht | Schreiner zum Rückzug von der schriftlich erklärten Kandidatur zu überreden
s | Zwei Themen die Perot immer wieder anspricht Rezession und Bürokratie | machen | ihnen besonders zu schaffen
o | seinen Finanzminister | drängt | noch stärker die Werbetrommel bei ausländischen Investoren zu rühren noch mehr in Optimismus zu machen
s | man | versucht | die NPD auszugrenzen zu stigmatisieren
s | sein übereifriger Sportkumpel | weigerte | dem Gerempelten Schmerzensgeld und einen Ausgleich für den erlittenen Verdienstausfall zu zahlen
s | die Schweizer | ermächtigt | ihren Mist samt Gülle loszuwerden
s | die Pasdaran die Revolutionswächter | versuchten | die Versammlung aufzulösen
s | die Polizei | versuchte | die von Slumbewohnern unerlaubt gebauten Lehmhütten niederzureißen
o | den Revolutionsgerichten und den Revolutionswächtern | befahl | das Unkraut erbarmungslos auszureißen
o | dem Imam | ermöglichte | die Einlösung seiner Versprechen zu vertagen ohne seine Glaubwürdigkeit gänzlich einzubüßen
s | das Bundesministerium von Frau Merkel | ist | beispielsweise einen größeren Forschungsantrag von uns zu jugendlichen Skinheads der seit zweieinhalb Jahren vorliegt abzulehnen
s | Selbst die Familie des Mittvierzigers | bekommt | den langen Arm der Staatsgewalt zu spüren
s | er | versäumte | die Tat seines Vaters zu kritisieren
o | die Abgeordneten | zwingt | Zustimmung oder Ablehnung ausführlich zu begründen
o | alle bei der Volkskammer registrierten Parteien und Organisationen insgesamt 62 | aufgefordert | Rechenschaft abzulegen
s | Die belgische Regierung | angekündigt | ihre Ausgaben für Verteidigung einzuschränken und die Streitkräfte umzuorganisieren
s | Die OECD | empfahl | die Politik der Privatisierung und Geldwertstabilität fortzusetzen und das Wachstum des Staatsetats noch mehr zu begrenzen
s | Jäggi | erklärt | auf Wunsch des Aufsichtsrates den Posten jederzeit zur Verfügung zu stellen
s | Finanzminister Ioannis Paleokrassas | gehofft | mit dem Verkauf von Staatsbetrieben seine Haushaltseinnahmen um 1,5 Milliarden Mark aufbessern zu können
o | die | bat | ihm bis zum Monatsende aufzulisten welche ihrer Kompetenz unterstellte Unternehmen zu privatisieren es gebe
o | Chris Patten | gewarnt | Parteimitglieder der United Democrats in sein Kabinett das Executive Council zu berufen
s | es | gedenkt | in der Hongkonger Politik ein gewichtiges Wort mitzureden
s | die Sowjetunion | bot | im Zuge eines Friedensvertrages zwischen den beiden Ländern zwei der vier südlichen Inselgruppen abzugeben
s | die USA | wußten | einen sowjetisch-japanischen Friedensvertrag zu verhindern
o | die Zulubewegung Inkatha | unterstütze | um den ANC zu schwächen
s | De Klerk | versuche | die Gewalt in den Schwarzensiedlungen als internen Machtkampf unter Schwarzen darzustellen statt sich der zentralen Rolle der Sicherheitskräfte bei den Unruhen denen in drei Jahren 8000 Menschen zum Opfer fielen zuzuwenden
